"EntitySet","EntityType","PropertyCount","Properties"
"Document_РаспределениеЗатрат","StandardODATA.Document_РаспределениеЗатрат","23","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ДатаНачалаПериода, Комментарий, Автор_Key, ХозяйственнаяОперация_Key, ЗаказНаПроизводство_Key, ДокументОснование, Затраты, РаспределениеЗатрат, Продукция, Запасы, РаспределениеЗапасов, СерииНоменклатуры, СведенияПрослеживаемости, ДокументОснование_Type"
"Document_РаспределениеЗатрат_Запасы","StandardODATA.Document_РаспределениеЗатрат_Запасы","17","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, Резерв, ЗаказПокупателя_Key, Спецификация_Key, КлючСвязи, ИдентификаторСтроки, ПрослеживаемыйТовар, СтранаПроисхождения_Key, НомерГТД_Key, ЕдиницаИзмерения_Type"
"Document_РаспределениеЗатрат_РаспределениеЗапасов","StandardODATA.Document_РаспределениеЗатрат_РаспределениеЗапасов","10","Ref_Key, LineNumber, КлючСвязи, Количество, Резерв, Номенклатура_Key, Характеристика_Key, Партия_Key, ЗаказПокупателя_Key, Спецификация_Key"
"Document_РасходДСПлан","StandardODATA.Document_РасходДСПлан","27","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, БанковскийСчет_Key, ВалютаДокумента_Key, ДатаВходящегоДокумента, Договор_Key, ДокументОснование, Касса_Key, Комментарий, Контрагент_Key, НомерВходящегоДокумента, Организация_Key, ПодписьГлавногоБухгалтера_Key, ПодписьРуководителя_Key, СтатусУтвержденияПлатежа, СтатьяДвиженияДенежныхСредств_Key, СуммаДокумента, ТипДенежныхСредств, ХозяйственнаяОперация_Key, РезервироватьДенежныеСредства, ДополнительныеРеквизиты, ДокументОснование_Type"
"Document_РасходнаяНакладная","StandardODATA.Document_РасходнаяНакладная","116","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автомобиль, Автор_Key, АдресДоставки, АдресЭП, БанковскийСчет_Key, БанковскийСчетКонтрагента_Key, БанковскийСчетПеревозчика_Key, ВалютаДокумента_Key, Вес, ВидОперации, ВидСкидкиНаценки_Key, ВидЦен_Key, ВидЭлектронногоДокумента, Водитель, Грузоотправитель_Key, Грузополучатель_Key, ДатаВходящегоДокумента, ДисконтнаяКарта_Key, ДоверенностьВыдана, ДоверенностьДата, ДоверенностьЛицо, ДоверенностьНомер, Договор_Key, ДокументОснование, ЕстьМаркируемаяПродукцияГИСМ, ЕстьПодконтрольнаяПродукцияВЕТИС, Заказ, ИдентификаторПлатежа, ИдентификаторЧекаШтрихМ, Комментарий, КонтактноеЛицоПодписант_Key, Контрагент_Key, Кратность, Курс, НалогообложениеНДС, НДСВключатьВСтоимость, НоменклатураДоставки_Key, НомерВходящегоДокумента, НомерСменыККМ, НомерСчетаНаОплату, НомерЧекаККМ, Объем, Организация_Key, ОрганизацияОплачиваетПеревозку, ОснованиеПечати, ОснованиеПечатиСсылка, Ответственный_Key, Перевозчик, ПереданВЕГАИС, ПодписьГлавногоБухгалтера_Key, ПодписьКассира_Key, ПодписьКладовщика_Key, ПодписьРуководителя_Key, Подразделение_Key, ПоложениеЗаказаПокупателя, ПоложениеСклада, PS_ДатаИсходящегоДокумента, PS_НомерИсходящегоДокумента, PS_АдресПогрузки, PS_ВидПеревозчика, PS_НомерАвтомобиля, PS_НомерПрицепа, PS_НомерПутевогоЛиста, PS_ДатаПутевогоЛиста, PS_ПодписьРазрешающего_Key, PS_ПрилагаемыеДокументы, PS_Переадресовано, PS_ПутевойЛист_Key, Прицеп, ПроцентСкидкиПоДисконтнойКарте, СкидкиРассчитаны, СпециальныйНалоговыйРежим, СпособЗачетаПредоплаты, СпособПродажиГИСМ, СрокДоставки, СтавкаНДСДоставки_Key, СтоимостьДоставки, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, СуммаНДСДоставки, Телефон, УдалитьГлавныйБухгалтер_Key, УдалитьИспользоватьФаксимиле, УдалитьОтпустил_Key, УдалитьОтпустилДолжность_Key, УдалитьРуководитель_Key, УдалитьРуководительДолжность_Key, УдалитьТоварноТранспортнаяНакладнаяЕГАИС_Key, УсловияГарантийногоТалона_Key, УсловияСчетаЗаказа_Key, УчитыватьВНУ, PS_ИспользоватьПриПечатиСвойстваНоменклатурыКонтрагентов, ХозяйственнаяОперация_Key, Ячейка_Key, ПоложениеПроекта, Проект_Key, PS_ОтражатьВБухгалтерскомУчете, Запасы, Предоплата, ДополнительныеРеквизиты, СкидкиНаценки, СерииНоменклатуры, ДобавленныеНаборы, ШтрихкодыУпаковок, СведенияПрослеживаемости, ДокументОснование_Type, Заказ_Type, ОснованиеПечатиСсылка_Type, Перевозчик_Type"
"Document_РасходнаяНакладная_Запасы","StandardODATA.Document_РасходнаяНакладная_Запасы","43","Ref_Key, LineNumber, Вес, Всего, ДоляСтоимости, ЕдиницаИзмерения, Заказ, ЗаказПокупателя_Key, ИдентификаторСтроки, КлючСвязи, КодТНВЭД_Key, Количество, Номенклатура_Key, НоменклатураНабора_Key, НомерГТД_Key, Объем, Партия_Key, Проект_Key, ПрослеживаемыйТовар, ПроцентАвтоматическойСкидки, ПроцентСкидкиНаценки, Резерв, СерииНоменклатуры, Содержание, PS_СуммаАкциза, PS_Упаковка_Key, СтавкаНДС_Key, СтранаПроисхождения_Key, СтруктурнаяЕдиница_Key, Сумма, СуммаАвтоматическойСкидки, СуммаНДС, СуммаСкидкиНаценки, ТипНоменклатурыЗапас, ТоварыДляПроизводства, УдалитьСправкаБ_Key, Характеристика_Key, PS_ДокументПередачи_Key, ХарактеристикаНабора_Key, Цена, Ячейка_Key, ЕдиницаИзмерения_Type, Заказ_Type"
"Document_РасходыПриИмпорте","StandardODATA.Document_РасходыПриИмпорте","35","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВалютаДокумента_Key, Договор_Key, ДокументПоступления_Key, ЗаказПоставщику_Key, Комментарий, Контрагент_Key, Кратность, Курс, НалогообложениеНДС, НаправлениеДеятельности_Key, НДСВключатьВСтоимость, НомерГТД_Key, Организация_Key, Ответственный_Key, Подразделение_Key, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, СчетУчетаЗатрат_Key, ТаможенныйСбор, ТаможенныйШтраф, PS_НомерВходящегоДокумента, PS_ДатаВходящегоДокумента, ХозяйственнаяОперация_Key, ПоложениеСклада, PS_ОтражатьВБухгалтерскомУчете, Разделы, Запасы"
"Document_РасходыПриИмпорте_Запасы","StandardODATA.Document_РасходыПриИмпорте_Запасы","17","Ref_Key, LineNumber, Пометка, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ФактурнаяСтоимость, СуммаПошлины, СуммаНДС, НомерРаздела, СтранаПроисхождения_Key, ЗаказПокупателя_Key, СуммаСбора, ДокументПартии_Key, PS_СуммаАкциза, СтруктурнаяЕдиница_Key"
"Document_РезервированиеЗапасов","StandardODATA.Document_РезервированиеЗапасов","12","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, ЗаказПокупателя_Key, Комментарий, Автор_Key, ХозяйственнаяОперация_Key, Запасы"
"Document_РезервированиеЗапасов_Запасы","StandardODATA.Document_РезервированиеЗапасов_Запасы","12","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, ЕдиницаИзмерения, Количество, ИсходноеМестоРезерва, НовоеМестоРезерва, ЕдиницаИзмерения_Type, ИсходноеМестоРезерва_Type, НовоеМестоРезерва_Type"
"Document_СборкаЗапасов","StandardODATA.Document_СборкаЗапасов","48","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВидОперации, ДокументОснование, ЗаказНаПроизводство_Key, ЗаказПокупателя_Key, Комментарий, Организация_Key, ПлановаяОценка_Key, ПодписьКладовщикаОтправил_Key, ПодписьКладовщикаПолучил_Key, ПодписьКонтролера_Key, ПодписьРуководителя_Key, СписокНоменклатуры, СтруктурнаяЕдиница_Key, СтруктурнаяЕдиницаЗапасов_Key, СтруктурнаяЕдиницаОтходов_Key, СтруктурнаяЕдиницаПродукции_Key, УдалитьОтпустил_Key, УдалитьОтпустилДолжность_Key, УдалитьПолучил_Key, УдалитьПолучилДолжность_Key, УсловияГарантийногоТалона_Key, ХозяйственнаяОперация_Key, Ячейка_Key, ЯчейкаЗапасов_Key, ЯчейкаОтходов_Key, ЯчейкаПродукции_Key, ПоложениеСклада, ПоложениеЗаказаПокупателя, РучноеРаспределение, СтруктурнаяЕдиницаЗавершенияПроизводства_Key, PS_ОтражатьВБухгалтерскомУчете, Продукция, Запасы, Отходы, СерииНоменклатуры, СерииНоменклатурыПродукция, ДополнительныеРеквизиты, РаспределениеЗапасов, ВыполненныеЭтапы, СведенияПрослеживаемости, ДокументОснование_Type"
"Document_СборкаЗапасов_ВыполненныеЭтапы","StandardODATA.Document_СборкаЗапасов_ВыполненныеЭтапы","4","Ref_Key, LineNumber, КлючСвязи, Этап_Key"
"Document_СборкаЗапасов_ДополнительныеРеквизиты","StandardODATA.Document_СборкаЗапасов_ДополнительныеРеквизиты","6","Ref_Key, LineNumber, Свойство_Key, Значение, ТекстоваяСтрока, Значение_Type"
"Document_СборкаЗапасов_Запасы","StandardODATA.Document_СборкаЗапасов_Запасы","21","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, Резерв, ЕдиницаИзмерения, Спецификация_Key, ДоляСтоимости, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ЗаказПокупателя_Key, Этап_Key, ИдентификаторСтроки, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type"
"Document_СборкаЗапасов_Отходы","StandardODATA.Document_СборкаЗапасов_Отходы","8","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, ЕдиницаИзмерения_Type"
"Document_СборкаЗапасов_Продукция","StandardODATA.Document_СборкаЗапасов_Продукция","20","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, Резерв, ЕдиницаИзмерения, Спецификация_Key, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ЗаказПокупателя_Key, ПодразделениеЗавершающегоЭтапа_Key, ИдентификаторСтроки, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type"
"Document_СборкаЗапасов_РаспределениеЗапасов","StandardODATA.Document_СборкаЗапасов_РаспределениеЗапасов","15","Ref_Key, LineNumber, Количество, КлючСвязиПродукция, УдалитьКлючСвязиЗапасы, Номенклатура_Key, Характеристика_Key, Партия_Key, ЕдиницаИзмерения, Спецификация_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ЗаказПокупателя_Key, Этап_Key, ЕдиницаИзмерения_Type"
"Document_СборкаЗапасов_СведенияПрослеживаемости","StandardODATA.Document_СборкаЗапасов_СведенияПрослеживаемости","6","Ref_Key, LineNumber, РНПТ_Key, Количество, КоличествоПрослеживаемости, ИдентификаторСтроки"
"Document_СборкаЗапасов_СерииНоменклатуры","StandardODATA.Document_СборкаЗапасов_СерииНоменклатуры","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_СборкаЗапасов_СерииНоменклатурыПродукция","StandardODATA.Document_СборкаЗапасов_СерииНоменклатурыПродукция","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_СверкаВзаиморасчетов","StandardODATA.Document_СверкаВзаиморасчетов","29","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВалютаДокумента_Key, ДобавлятьОрганизациюВПредставлениеДокумента, Комментарий, КонецПериода, Контрагент_Key, НачалоПериода, УдалитьОписаниеВыбораДоговоров, ОписаниеДокумента, Организация_Key, ПодписьОтветственного_Key, ПредставительКонтрагента_Key, СальдоНачалоПериода, СортироватьПоДоговорам, Статус, УдалитьОтветственный_Key, ХозяйственнаяОперация_Key, ВходящийНомерВПредставлениеПоступленияНаСчет, ВходящийНомерВПредставлениеРасходаСоСчета, ДобавлятьСчетФактуруВПредставлениеДокумента, ДанныеОрганизации, ДанныеКонтрагента, ДоговорыКонтрагентов"
"Document_СписаниеВА_ВнеоборотныеАктивы","StandardODATA.Document_СписаниеВА_ВнеоборотныеАктивы","7","Ref_Key, LineNumber, ВнеоборотныйАктив_Key, Стоимость, ОстаточнаяСтоимость, Амортизация, АмортизацияЗаМесяц"
"Document_СписаниеЗапасов","StandardODATA.Document_СписаниеЗапасов","24","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ДокументОснование_Key, Корреспонденция_Key, СписатьЗапасыИзЭксплуатации, Комментарий, Автор_Key, ХозяйственнаяОперация_Key, АктСписанияЕГАИС_Key, ПереданВЕГАИС, ЕстьКиЗГИСМ, ЕстьМаркируемаяПродукцияГИСМ, PS_ОтражатьВБухгалтерскомУчете, Запасы, СерииНоменклатуры, ДополнительныеРеквизиты, СведенияПрослеживаемости"
"Document_СписаниеЗапасов_ДополнительныеРеквизиты","StandardODATA.Document_СписаниеЗапасов_ДополнительныеРеквизиты","6","Ref_Key, LineNumber, Свойство_Key, Значение, ТекстоваяСтрока, Значение_Type"
"Document_СписаниеЗапасов_Запасы","StandardODATA.Document_СписаниеЗапасов_Запасы","15","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, УдалитьСправкаБ_Key, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, ИдентификаторСтроки, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type"
"Document_СписаниеЗапасов_СведенияПрослеживаемости","StandardODATA.Document_СписаниеЗапасов_СведенияПрослеживаемости","6","Ref_Key, LineNumber, РНПТ_Key, Количество, КоличествоПрослеживаемости, ИдентификаторСтроки"
"Document_СписаниеЗапасов_СерииНоменклатуры","StandardODATA.Document_СписаниеЗапасов_СерииНоменклатуры","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_СчетНаОплату","StandardODATA.Document_СчетНаОплату","52","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, БанковскийСчет_Key, ВалютаДокумента_Key, Вес, ВидСкидкиНаценки_Key, ВидЦен_Key, ДисконтнаяКарта_Key, Договор_Key, ДокументОснование, ЗапланироватьОплату, Касса_Key, Комментарий, Контрагент_Key, Кратность, Курс, НалогообложениеНДС, НоменклатураДоставки_Key, Объем, Организация_Key, ОснованиеПечати, ОснованиеПечатиСсылка, Ответственный_Key, ПодписьГлавногоБухгалтера_Key, ПодписьРуководителя_Key, Подразделение_Key, ПроцентСкидкиПоДисконтнойКарте, СкидкиРассчитаны, Событие_Key, СтавкаНДСДоставки_Key, СтоимостьДоставки, СуммаВключаетНДС, СуммаДокумента, СуммаНДСДоставки, ТипДенежныхСредств, УдалитьИспользоватьФаксимиле, УсловияСчетаЗаказа_Key, ХозяйственнаяОперация_Key, ИдентификаторПлатежа, Запасы, ПлатежныйКалендарь, ДополнительныеРеквизиты, СкидкиНаценки, РасшифровкаБиллинга, ДобавленныеНаборы, ДокументОснование_Type, ОснованиеПечатиСсылка_Type"
"Document_СчетНаОплату_Запасы","StandardODATA.Document_СчетНаОплату_Запасы","24","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, Цена, ПроцентСкидкиНаценки, СуммаСкидкиНаценки, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, Содержание, КлючСвязи, СуммаАвтоматическойСкидки, ПроцентАвтоматическойСкидки, Вес, Объем, НоменклатураНабора_Key, ХарактеристикаНабора_Key, ДоляСтоимости, ЕдиницаИзмерения_Type"
"Document_СчетНаОплатуПоставщика","StandardODATA.Document_СчетНаОплатуПоставщика","33","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, Комментарий, ДокументОснование_Key, Контрагент_Key, Договор_Key, ТипДенежныхСредств, БанковскийСчет_Key, ВалютаДокумента_Key, Кратность, Курс, НалогообложениеНДС, СуммаВключаетНДС, ВидЦенКонтрагента_Key, Касса_Key, СуммаДокумента, Событие_Key, ЗапланироватьОплату, Ответственный_Key, Подразделение_Key, НомерВходящегоДокумента, ДатаВходящегоДокумента, Автор_Key, ХозяйственнаяОперация_Key, РезервироватьДенежныеСредства, Запасы, ПлатежныйКалендарь, ДополнительныеРеквизиты"
"Document_СчетНаОплатуПоставщика_Запасы","StandardODATA.Document_СчетНаОплатуПоставщика_Запасы","16","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, Цена, ПроцентСкидкиНаценки, СуммаСкидкиНаценки, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, Содержание, ЕдиницаИзмерения_Type"
"Document_СчетФактура","StandardODATA.Document_СчетФактура","58","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВалютаДокумента_Key, ВидОперации, ВыставленСтатус, Грузоотправитель_Key, Грузополучатель_Key, ДанныеОбОплатеИзмененыВручную, ДатаВходящегоДокумента, ДатаВыставления, ДатаИсправляемогоКорректировочногоДокумента, ДатаИсходногоДокумента, Договор_Key, ЕстьПрослеживаемыеТовары, ИдентификаторГосКонтракта, Исправление, ИсправляемыйСчетФактура_Key, КодСпособаВыставления, Комментарий, Контрагент_Key, Кратность, Курс, НомерВходящегоДокумента, НомерИсправления, НомерИсправляемогоКорректировочногоДокумента, НомерИсходногоДокумента, Организация_Key, ОснованиеПечати, ПодписьГлавногоБухгалтера_Key, ПодписьКладовщика_Key, ПодписьРуководителя_Key, СводныйКомиссионный, СводныйКорректировочный, СтавкаНДССуммовойРазницы_Key, СуммаДокумента, СуммаНДСДокумента, УдалитьДокументОснование, УдалитьДокументОснованиеДоставки, УдалитьНоменклатураДоставки_Key, УдалитьОнЖе, УдалитьСтавкаНДСДоставки_Key, УдалитьСтоимостьДоставкиБезНДС, УдалитьСуммаНДСДоставки, ХозяйственнаяОперация_Key, ЭтоВозврат, Авансы, ДатаНомерДокументовОплаты, ДокументыОснования, УдалитьДобавленныеНаборы, УдалитьЗапасы, УдалитьПредоплата, УдалитьДокументОснование_Type, УдалитьДокументОснованиеДоставки_Type"
"Document_СчетФактура_УдалитьЗапасы","StandardODATA.Document_СчетФактура_УдалитьЗапасы","21","Ref_Key, LineNumber, Номенклатура_Key, Содержание, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, Цена, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, СтранаПроисхождения_Key, НомерГТД_Key, ДокументОснование, НоменклатураНабора_Key, ХарактеристикаНабора_Key, ДоляСтоимости, ЕдиницаИзмерения_Type, ДокументОснование_Type"
"Document_СчетФактураПолученный","StandardODATA.Document_СчетФактураПолученный","45","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВалютаДокумента_Key, ВидОперации, ВыставленСтатус, ДатаВходящегоДокумента, ДатаИсправления, ДатаПлатежноРасчетногоДокумента, ДатаПолучения, Договор_Key, ЕстьПрослеживаемыеТовары, Исправление, ИсправляемыйСчетФактура_Key, КодСпособаВыставления, Комментарий, Контрагент_Key, Кратность, Курс, НомерВходящегоДокумента, НомерИсправления, НомерПлатежноРасчетногоДокумента, Организация_Key, СтавкаНДССуммовойРазницы_Key, СуммаДокумента, СуммаНДСДокумента, УдалитьДатаИсправленияИсходногоДокумента, УдалитьДатаИсходногоДокумента, УдалитьДокументОснование, УдалитьНомерИсправленияИсходногоДокумента, УдалитьНомерИсходногоДокумента, УдалитьОбновлениеЗавершено, УдалитьУчитыватьИсправлениеИсходногоДокумента, ХозяйственнаяОперация_Key, ЭтоВозврат, ЕстьПрослеживаемыеТовары1, Авансы, СчетаФактурыВыданныеПокупателям, УдалитьЗапасы, ДокументыОснования, УдалитьДокументОснование_Type"
"Document_СчетФактураПолученный_УдалитьЗапасы","StandardODATA.Document_СчетФактураПолученный_УдалитьЗапасы","16","Ref_Key, LineNumber, Номенклатура_Key, Содержание, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, Цена, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, СтранаПроисхождения_Key, НомерГТД_Key, ЕдиницаИзмерения_Type"
"Document_ЧекККМ","StandardODATA.Document_ЧекККМ","62","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АдресЧекаЕГАИС, АдресЭП, Архивный, ВалютаДокумента_Key, ВидСкидкиНаценки_Key, ВидЦен_Key, ДвиженияПоЗапасамУдалять, ДисконтнаяКарта_Key, ЕстьЗаказы, Заказ_Key, ИдентификаторЧекаШтрихМ, КассаККМ_Key, КассоваяСмена_Key, Комментарий, КонтактноеЛицоПодписант_Key, Контрагент_Key, НалогообложениеНДС, НДСВключатьВСтоимость, НомерСменыККМ, НомерЧекаККМ, Организация_Key, Ответственный_Key, ПодписьКассира_Key, ПодписьЧекаЕГАИС, Подразделение_Key, ПоложениеЗаказаПокупателя, ПолученоНаличными, ПроцентСкидкиПоДисконтнойКарте, СкидкиРассчитаны, Статус, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, Телефон, УсловияГарантийногоТалона_Key, ФормаОплаты, ХозяйственнаяОперация_Key, ЭквайринговыйТерминал_Key, СпециальныйНалоговыйРежим, Патент_Key, ОперацияСДенежнымиСредствами, Договор_Key, СпособЗачетаПредоплаты, Кратность, Курс, ПоложениеСклада, Ячейка_Key, Запасы, БезналичнаяОплата, Предоплата, СкидкиНаценки, АкцизныеМарки, СерииНоменклатуры, ДобавленныеНаборы, БонусныеБаллыКНачислению"
"Document_ЧекККМ_БезналичнаяОплата","StandardODATA.Document_ЧекККМ_БезналичнаяОплата","15","Ref_Key, LineNumber, ВидОплаты, ВидПлатежнойКарты, НомерПлатежнойКарты, ПодарочныйСертификат_Key, НомерСертификата_Key, БонуснаяКарта_Key, Сумма, СуммаБонусов, СсылочныйНомер, НомерЧекаЭТ, ЭквайринговыйТерминал_Key, СуммаПогашенияСертификата, ДоговорПлатежногоАгента_Key"
"Document_ЧекККМ_Запасы","StandardODATA.Document_ЧекККМ_Запасы","34","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, Цена, ПроцентСкидкиНаценки, СуммаСкидкиНаценки, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, ПроцентАвтоматическойСкидки, СуммаАвтоматическойСкидки, КлючСвязи, НеобходимостьВводаАкцизнойМарки, Заказ_Key, Резерв, НоменклатураНабора_Key, ХарактеристикаНабора_Key, ДоляСтоимости, НоменклатураЕГАИС_Key, Штрихкод, СуммаСкидкиОплатыБонусом, НеобходимостьВводаКодаМаркировки, КодМаркировки, СтруктурнаяЕдиница_Key, Ячейка_Key, КлючСвязиУслугаАгента, ДоговорПлатежногоАгента_Key, ЕдиницаИзмерения_Type"
"Document_ЧекККМВозврат","StandardODATA.Document_ЧекККМВозврат","62","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АдресЧекаЕГАИС, АдресЭП, Архивный, ВалютаДокумента_Key, ВидСкидкиНаценки_Key, ВидЦен_Key, ДвиженияПоЗапасамУдалять, ДисконтнаяКарта_Key, ЕстьЗаказы, Заказ_Key, ИдентификаторЧекаШтрихМ, КассаККМ_Key, КассоваяСмена_Key, Комиссия_Key, Комментарий, КонтактноеЛицоПодписант_Key, Контрагент_Key, НалогообложениеНДС, НДСВключатьВСтоимость, НомерСменыККМ, НомерЧекаККМ, Организация_Key, Ответственный_Key, ПодписьЗаведующегоОтделом_Key, ПодписьКассира_Key, ПодписьРуководителя_Key, ПодписьСтаршегоКассира_Key, ПодписьЧекаЕГАИС, Подразделение_Key, ПоложениеЗаказаПокупателя, ПроцентСкидкиПоДисконтнойКарте, СкидкиРассчитаны, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, Телефон, ХозяйственнаяОперация_Key, ЧекККМ_Key, ЭквайринговыйТерминал_Key, СпециальныйНалоговыйРежим, ОперацияСДенежнымиСредствами, Договор_Key, СпособЗачетаПредоплаты, Кратность, Курс, Ячейка_Key, ПоложениеСклада, Запасы, БезналичнаяОплата, Предоплата, СкидкиНаценки, АкцизныеМарки, СерииНоменклатуры, ДобавленныеНаборы, БонусныеБаллыКНачислению"
"Document_ЧекККМВозврат_БезналичнаяОплата","StandardODATA.Document_ЧекККМВозврат_БезналичнаяОплата","14","Ref_Key, LineNumber, ВидОплаты, ВидПлатежнойКарты, НомерПлатежнойКарты, ПодарочныйСертификат_Key, НомерСертификата_Key, БонуснаяКарта_Key, Сумма, СуммаБонусов, СсылочныйНомер, НомерЧекаЭТ, ЭквайринговыйТерминал_Key, ОплатаОтменена"
"Document_ЧекККМВозврат_Запасы","StandardODATA.Document_ЧекККМВозврат_Запасы","32","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, Цена, ПроцентСкидкиНаценки, СуммаСкидкиНаценки, Сумма, СтавкаНДС_Key, СуммаНДС, Всего, ПроцентАвтоматическойСкидки, СуммаАвтоматическойСкидки, КлючСвязи, НеобходимостьВводаАкцизнойМарки, Заказ_Key, НоменклатураНабора_Key, ХарактеристикаНабора_Key, ДоляСтоимости, НоменклатураЕГАИС_Key, Штрихкод, СуммаСкидкиОплатыБонусом, КодМаркировки, СтруктурнаяЕдиница_Key, Ячейка_Key, КлючСвязиУслугаАгента, ДоговорПлатежногоАгента_Key, ЕдиницаИзмерения_Type"
"InformationRegister_ОтчетПоКурсовымРазницам_RecordType","StandardODATA.InformationRegister_ОтчетПоКурсовымРазницам_RecordType","13","Recorder_Key, Period, LineNumber, Active, Организация_Key, Аналитика, Валюта_Key, Раздел, Сумма, СуммаДоходов, СуммаРасходов, СуммаОстаток, СуммаВалОстаток"
